## created with command:
## bgzip -d -c gnomad.v2.1.1.lof_metrics.by_gene.txt.bgz | cut -f 1,2,21,24,29,30 > gnomad.v2.1.1.gene-constraints.tsv
## pLI (probability of being loss-of-function intolerant)
## pLI scores closer to one indicate more intolerance to protein-truncating variation. For a set of transcripts
## intolerant of protein-truncating variation, we suggest pLI ≥ 0.9.
##
## Observed / expected (oe)
## The constraint score shown in gnomAD is the ratio of the observed / expected (oe) number of loss-of-function variants
## in that gene. The expected counts are based on a mutational model that takes sequence context, coverage and methylation
## into account.
## Interpretation
## Observed/expected (oe) is a continuous measure of how tolerant a gene is to a certain class of variation
## (e.g. loss-of-function). When a gene has a low oe value, it is under stronger selection for that class of variation
## than a gene with a higher value. Because counts depend on gene size and sample size, the precision of the oe values
## varies a lot from one gene to the next. Therefore in addition to the oe value, we also display the 90% confidence
## interval (CI) for each of the oe values. When evaluating how constrained a gene is, it is essential to take the 90%
## CI into consideration.
## Although oe is a continuous value, we understand that it can be useful to use a threshold for certain applications. In
## particular, for the interpretation of Mendelian diseases cases, we suggest using the upper bound of the oe CI < 0.35
## as a threshold if needed. Again, ideally oe should be used as a continuous value rather than a cutoff and evaluating
## the oe 90% CI is a must.
#gene	transcript	pLI	oe_lof	oe_lof_lower	oe_lof_upper
AKIP1	ENST00000309377	1.1363e-05	8.8916e-01	5.2000e-01	1.5760e+00
C7orf57	ENST00000348904	4.0355e-12	1.0555e+00	7.2100e-01	1.5760e+00
OR2AG2	ENST00000338569	1.6296e-02	6.4563e-01	2.9100e-01	1.5760e+00
PPP1R14D	ENST00000427255	2.3903e-06	9.1658e-01	5.5100e-01	1.5760e+00
ZNF544	ENST00000269829	9.9546e-04	7.7515e-01	4.0300e-01	1.5770e+00
IQCE	ENST00000402050	1.3752e-39	1.2545e+00	1.0050e+00	1.5770e+00
C1orf110	ENST00000367910	4.1139e-03	7.1911e-01	3.5200e-01	1.5770e+00
MLN	ENST00000430124	4.1058e-03	7.1958e-01	3.5200e-01	1.5770e+00
THUMPD1	ENST00000381337	3.9721e-12	1.0567e+00	7.2200e-01	1.5770e+00
CTC-260F20.3	ENST00000555938	9.5774e-08	9.6314e-01	6.0500e-01	1.5770e+00
C1orf54	ENST00000369102	2.3180e-04	8.2043e-01	4.4700e-01	1.5770e+00
SYNGR2	ENST00000225777	5.1893e-05	8.5858e-01	4.8600e-01	1.5780e+00
FAM71E1	ENST00000595790	2.3110e-04	8.2097e-01	4.4800e-01	1.5780e+00
ZNF492	ENST00000456783	1.8998e-01	3.7929e-01	1.3100e-01	1.5780e+00
TMEM186	ENST00000333050	5.1994e-05	8.5827e-01	4.8600e-01	1.5780e+00
ZNHIT1	ENST00000305105	2.3592e-06	9.1821e-01	5.5200e-01	1.5780e+00
CES5A	ENST00000521992	7.9418e-29	1.2085e+00	9.3500e-01	1.5780e+00
C3orf80	ENST00000326474	1.8963e-01	3.7999e-01	1.3200e-01	1.5790e+00
CLDN8	ENST00000399899	1.6193e-02	6.4737e-01	2.9200e-01	1.5790e+00
S100A7L2	ENST00000368725	1.8950e-01	3.8023e-01	1.3200e-01	1.5790e+00
MSMB	ENST00000358559	1.6199e-02	6.4727e-01	2.9200e-01	1.5790e+00
CTD-3214H19.16	ENST00000597959	9.8749e-04	7.7681e-01	4.0400e-01	1.5790e+00
AUNIP	ENST00000374298	3.4534e-09	1.0016e+00	6.5100e-01	1.5790e+00
CSRP2	ENST00000311083	4.7690e-07	9.4316e-01	5.8000e-01	1.5790e+00
SLC22A25	ENST00000306494	1.2149e-16	1.1173e+00	8.0300e-01	1.5790e+00
RPL26L1	ENST00000521476	9.8764e-04	7.7678e-01	4.0400e-01	1.5790e+00
C12orf56	ENST00000333722	6.8904e-16	1.1091e+00	7.9100e-01	1.5790e+00
AC002310.13	ENST00000568114	1.8963e-01	3.7997e-01	1.3200e-01	1.5790e+00
OR3A2	ENST00000408891	2.2954e-04	8.2218e-01	4.4800e-01	1.5800e+00
LYZL6	ENST00000585556	9.8373e-04	7.7760e-01	4.0400e-01	1.5800e+00
IL15RA	ENST00000379977	2.3320e-06	9.1966e-01	5.5300e-01	1.5800e+00
AC021218.2	ENST00000377722	5.9572e-02	5.4572e-01	2.2000e-01	1.5800e+00
AL354898.1	ENST00000277491	2.3398e-06	9.1925e-01	5.5200e-01	1.5800e+00
NXPE4	ENST00000375478	6.8642e-16	1.1094e+00	7.9200e-01	1.5800e+00
SRRD	ENST00000215917	1.8029e-08	9.8510e-01	6.3000e-01	1.5810e+00
DNMT3A	ENST00000264709	7.3538e-39	1.2550e+00	1.0040e+00	1.5810e+00
GABARAPL2	ENST00000037243	2.2815e-04	8.2328e-01	4.4900e-01	1.5810e+00
AL441883.1	ENST00000600057	5.9485e-02	5.4619e-01	2.2000e-01	1.5810e+00
DPPA5	ENST00000370370	4.0632e-03	7.2205e-01	3.5300e-01	1.5810e+00
COQ4	ENST00000300452	3.3961e-09	1.0031e+00	6.5200e-01	1.5810e+00
OR2L13	ENST00000366478	9.8315e-04	7.7772e-01	4.0400e-01	1.5810e+00
NDUFAF7	ENST00000002125	1.0818e-19	1.1492e+00	8.4600e-01	1.5820e+00
ABHD12B	ENST00000337334	3.7965e-15	1.1021e+00	7.8000e-01	1.5820e+00
AGR2	ENST00000419304	9.2381e-08	9.6689e-01	6.0700e-01	1.5820e+00
C2orf70	ENST00000329615	5.0939e-05	8.6151e-01	4.8800e-01	1.5820e+00
CRIPT	ENST00000238892	9.7752e-04	7.7890e-01	4.0500e-01	1.5820e+00
CHMP4A	ENST00000347519	3.3901e-09	1.0032e+00	6.5200e-01	1.5820e+00
COX6A2	ENST00000287490	1.8881e-01	3.8162e-01	1.3200e-01	1.5820e+00
CYP2A7	ENST00000301146	3.7792e-15	1.1023e+00	7.8100e-01	1.5820e+00
DNAJC5B	ENST00000276570	2.2936e-06	9.2174e-01	5.5400e-01	1.5830e+00
SMPD2	ENST00000258052	3.5507e-18	1.1355e+00	8.2600e-01	1.5830e+00
PRCD	ENST00000586148	1.6018e-02	6.5035e-01	2.9300e-01	1.5830e+00
C1orf105	ENST00000367727	1.1007e-05	8.9362e-01	5.2300e-01	1.5830e+00
KRT74	ENST00000305620	2.1183e-14	1.0935e+00	7.6800e-01	1.5830e+00
TSLP	ENST00000344895	4.0357e-03	7.2368e-01	3.5400e-01	1.5840e+00
DHRS4L2	ENST00000335125	4.6376e-07	9.4633e-01	5.8200e-01	1.5840e+00
TOMM20L	ENST00000360945	5.0571e-05	8.6265e-01	4.8900e-01	1.5840e+00
CLDN6	ENST00000396925	4.0357e-03	7.2368e-01	3.5400e-01	1.5840e+00
PTGER1	ENST00000292513	9.7345e-04	7.7977e-01	4.0500e-01	1.5840e+00
TATDN1	ENST00000276692	6.4923e-16	1.1128e+00	7.9400e-01	1.5840e+00
YIF1A	ENST00000376901	6.1818e-10	1.0210e+00	6.7300e-01	1.5840e+00
FMO3	ENST00000367755	6.5145e-16	1.1126e+00	7.9400e-01	1.5840e+00
GNG5	ENST00000370641	1.8814e-01	3.8295e-01	1.3200e-01	1.5850e+00
TMIGD2	ENST00000301272	1.0895e-05	8.9505e-01	5.2400e-01	1.5850e+00
KLF14	ENST00000310992	1.5980e-02	6.5101e-01	2.9400e-01	1.5850e+00
PGBD2	ENST00000329291	6.4382e-16	1.1133e+00	7.9400e-01	1.5850e+00
GPR84	ENST00000551809	3.2998e-09	1.0057e+00	6.5300e-01	1.5850e+00
SULT1A2	ENST00000395630	3.6786e-12	1.0623e+00	7.2600e-01	1.5850e+00
C3AR1	ENST00000307637	3.3053e-09	1.0055e+00	6.5300e-01	1.5850e+00
WFDC3	ENST00000243938	9.0781e-08	9.6871e-01	6.0800e-01	1.5850e+00
OR2B11	ENST00000318749	2.2477e-04	8.2598e-01	4.5000e-01	1.5850e+00
SCNN1D	ENST00000379116	1.6507e-33	1.2373e+00	9.7300e-01	1.5860e+00
LGALS12	ENST00000340246	6.5191e-13	1.0746e+00	7.4200e-01	1.5860e+00
AKR7L	ENST00000420396	2.2370e-04	8.2684e-01	4.5100e-01	1.5860e+00
OR5B17	ENST00000357377	4.4075e-01	0.0000e+00	0.0000e+00	1.5860e+00
TFF3	ENST00000518498	1.5910e-02	6.5221e-01	2.9400e-01	1.5860e+00
HMX2	ENST00000339992	4.9891e-05	8.6481e-01	4.9000e-01	1.5870e+00
ASB16	ENST00000293414	1.0959e-16	1.1235e+00	8.0700e-01	1.5870e+00
PIFO	ENST00000369738	8.9379e-08	9.7034e-01	6.0900e-01	1.5870e+00
SIAH3	ENST00000400405	9.6340e-04	7.8192e-01	4.0600e-01	1.5870e+00
C21orf67	ENST00000330551	5.8694e-02	5.5052e-01	2.2200e-01	1.5880e+00
VIT	ENST00000379242	5.4350e-32	1.2323e+00	9.6400e-01	1.5880e+00
AKR1C1	ENST00000380872	3.5240e-15	1.1068e+00	7.8400e-01	1.5880e+00
FLYWCH2	ENST00000396958	1.8732e-01	3.8462e-01	1.3300e-01	1.5880e+00
OXGR1	ENST00000298440	4.9619e-05	8.6567e-01	4.9000e-01	1.5880e+00
OR4D9	ENST00000329328	9.6084e-04	7.8248e-01	4.0700e-01	1.5880e+00
TTC36	ENST00000302783	2.2268e-04	8.2767e-01	4.5100e-01	1.5880e+00
UTS2B	ENST00000340524	2.2271e-04	8.2764e-01	4.5100e-01	1.5880e+00
BBC3	ENST00000449228	3.9762e-03	7.2724e-01	3.5600e-01	1.5890e+00
RAB26	ENST00000210187	1.6979e-08	9.9091e-01	6.3300e-01	1.5890e+00
WDR38	ENST00000373574	1.9750e-11	1.0524e+00	7.1100e-01	1.5890e+00
SSTR5	ENST00000293897	9.5544e-04	7.8365e-01	4.0700e-01	1.5890e+00
HIST2H2AC	ENST00000331380	1.8727e-01	3.8471e-01	1.3300e-01	1.5890e+00
INSL3	ENST00000379695	1.5764e-02	6.5478e-01	2.9500e-01	1.5900e+00
APOBEC1	ENST00000229304	1.6791e-08	9.9199e-01	6.3400e-01	1.5900e+00
OR2T35	ENST00000317450	1.8682e-01	3.8565e-01	1.3300e-01	1.5900e+00
GBGT1	ENST00000372040	1.0776e-10	1.0398e+00	6.9400e-01	1.5900e+00
RBP5	ENST00000266560	4.9181e-05	8.6709e-01	4.9100e-01	1.5900e+00
GIPC2	ENST00000370759	3.1514e-09	1.0098e+00	6.5600e-01	1.5910e+00
MEA1	ENST00000244711	1.0536e-05	8.9978e-01	5.2600e-01	1.5910e+00
OR52B6	ENST00000345043	3.9544e-03	7.2856e-01	3.5600e-01	1.5910e+00
UGT2B11	ENST00000446444	5.9800e-16	1.1179e+00	7.9800e-01	1.5910e+00
FIBCD1	ENST00000372338	1.9395e-14	1.0994e+00	7.7200e-01	1.5910e+00
PCDHB11	ENST00000354757	5.8173e-10	1.0262e+00	6.7600e-01	1.5910e+00
RPP21	ENST00000433076	4.8992e-05	8.6770e-01	4.9100e-01	1.5910e+00
OR6Y1	ENST00000302617	9.5201e-04	7.8440e-01	4.0800e-01	1.5910e+00
MRPS16	ENST00000372945	5.8297e-02	5.5273e-01	2.2300e-01	1.5920e+00
OR10W1	ENST00000395079	1.5720e-02	6.5556e-01	2.9600e-01	1.5920e+00
MRRF	ENST00000344641	4.4057e-07	9.5220e-01	5.8600e-01	1.5920e+00
SLC18A1	ENST00000440926	2.8012e-21	1.1697e+00	8.7000e-01	1.5920e+00
CD14	ENST00000302014	4.8813e-05	8.6829e-01	4.9200e-01	1.5920e+00
SLC36A4	ENST00000326402	1.8141e-17	1.1347e+00	8.2100e-01	1.5920e+00
TMEM187	ENST00000369982	1.5717e-02	6.5561e-01	2.9600e-01	1.5920e+00
GLIPR2	ENST00000377960	4.8573e-05	8.6908e-01	4.9200e-01	1.5930e+00
GLOD4	ENST00000301329	6.0698e-13	1.0797e+00	7.4500e-01	1.5930e+00
C3orf70	ENST00000335012	4.8695e-05	8.6867e-01	4.9200e-01	1.5930e+00
C4orf45	ENST00000434826	4.3689e-07	9.5316e-01	5.8600e-01	1.5930e+00
HIST1H1E	ENST00000304218	1.8608e-01	3.8718e-01	1.3400e-01	1.5930e+00
SEMG2	ENST00000372769	5.8203e-02	5.5326e-01	2.2300e-01	1.5930e+00
RSPO4	ENST00000217260	8.5962e-08	9.7443e-01	6.1200e-01	1.5930e+00
RDH16	ENST00000398138	4.3901e-07	9.5261e-01	5.8600e-01	1.5930e+00
ZSCAN1	ENST00000282326	4.3802e-07	9.5286e-01	5.8600e-01	1.5930e+00
RHBG	ENST00000368249	1.0751e-13	1.0907e+00	7.6000e-01	1.5930e+00
RP5-850E9.3	ENST00000488788	4.3802e-01	0.0000e+00	0.0000e+00	1.5940e+00
KLK10	ENST00000309958	4.3662e-07	9.5323e-01	5.8600e-01	1.5940e+00
FAM198A	ENST00000430121	5.7508e-16	1.1204e+00	7.9900e-01	1.5940e+00
OR4K14	ENST00000305045	9.4256e-04	7.8649e-01	4.0900e-01	1.5940e+00
SPP1	ENST00000395080	2.1460e-06	9.3015e-01	5.5900e-01	1.5950e+00
C19orf18	ENST00000314391	4.3311e-07	9.5416e-01	5.8700e-01	1.5950e+00
NTHL1	ENST00000219066	5.6607e-10	1.0285e+00	6.7800e-01	1.5950e+00
OR4D10	ENST00000530162	3.9123e-03	7.3114e-01	3.5700e-01	1.5950e+00
PRDX6	ENST00000340385	4.8237e-05	8.7019e-01	4.9300e-01	1.5950e+00
CLPSL2	ENST00000403376	1.8580e-01	3.8776e-01	1.3400e-01	1.5950e+00
TMEM242	ENST00000400788	4.8272e-05	8.7007e-01	4.9300e-01	1.5950e+00
SPINK9	ENST00000377906	1.5591e-02	6.5787e-01	2.9700e-01	1.5950e+00
ENTPD3	ENST00000301825	2.6387e-21	1.1728e+00	8.7200e-01	1.5960e+00
APOA5	ENST00000542499	5.5765e-10	1.0298e+00	6.7900e-01	1.5960e+00
CST3	ENST00000398411	3.9011e-03	7.3183e-01	3.5800e-01	1.5960e+00
CALCA	ENST00000331587	1.5562e-02	6.5838e-01	2.9700e-01	1.5960e+00
KRTAP1-5	ENST00000361883	3.9059e-03	7.3153e-01	3.5800e-01	1.5960e+00
ZNF660	ENST00000322734	4.3113e-07	9.5469e-01	5.8700e-01	1.5960e+00
RAB20	ENST00000267328	3.8974e-03	7.3206e-01	3.5800e-01	1.5960e+00
SLC35D2	ENST00000253270	5.8967e-13	1.0818e+00	7.4600e-01	1.5960e+00
BIN3	ENST00000276416	5.8224e-13	1.0827e+00	7.4700e-01	1.5970e+00
ZSCAN5C	ENST00000534327	2.1218e-06	9.3159e-01	5.6000e-01	1.5970e+00
PPBP	ENST00000296028	5.7739e-02	5.5589e-01	2.2400e-01	1.5970e+00
PLIN4	ENST00000301286	5.5780e-16	1.1223e+00	8.0100e-01	1.5970e+00
TEX36	ENST00000368821	2.1489e-04	8.3416e-01	4.5500e-01	1.5970e+00
MAFF	ENST00000338483	1.5514e-02	6.5926e-01	2.9700e-01	1.5970e+00
ZBP1	ENST00000371173	1.8259e-14	1.1034e+00	7.7500e-01	1.5970e+00
MAP3K7CL	ENST00000399947	8.3352e-08	9.7768e-01	6.1400e-01	1.5970e+00
GTF2H2	ENST00000330280	1.5519e-02	6.5917e-01	2.9700e-01	1.5970e+00
MUC12	ENST00000536621	1.2792e-68	1.3409e+00	1.1300e+00	1.5980e+00
IFT43	ENST00000238628	1.8153e-11	1.0590e+00	7.1600e-01	1.5980e+00
DARC	ENST00000368121	2.1424e-04	8.3471e-01	4.5500e-01	1.5980e+00
CKMT1A	ENST00000413453	4.2467e-07	9.5643e-01	5.8800e-01	1.5980e+00
SS18L2	ENST00000447630	1.5480e-02	6.5987e-01	2.9800e-01	1.5980e+00
KLHDC7A	ENST00000400664	4.9895e-19	1.1547e+00	8.4500e-01	1.5980e+00
TM4SF18	ENST00000296059	2.1148e-06	9.3201e-01	5.6000e-01	1.5980e+00
RDM1	ENST00000293273	1.5827e-08	9.9778e-01	6.3800e-01	1.5980e+00
AP3S1	ENST00000316788	1.0159e-05	9.0493e-01	5.2900e-01	1.5990e+00
ANXA8L2	ENST00000374277	9.2573e-04	7.9027e-01	4.1100e-01	1.5990e+00
HPR	ENST00000540303	5.4618e-10	1.0316e+00	6.8000e-01	1.5990e+00
OR1D2	ENST00000331459	9.2513e-04	7.9041e-01	4.1100e-01	1.5990e+00
RP11-20I23.1	ENST00000564543	8.1938e-08	9.7950e-01	6.1500e-01	1.6000e+00
HLA-DQA2	ENST00000374940	1.0089e-05	9.0592e-01	5.3000e-01	1.6000e+00
OR1C1	ENST00000408896	5.7434e-02	5.5765e-01	2.2500e-01	1.6000e+00
GTF3A	ENST00000381140	1.7789e-11	1.0606e+00	7.1700e-01	1.6000e+00
DLEU7	ENST00000400393	1.8452e-01	3.9046e-01	1.3500e-01	1.6000e+00
OR2A42	ENST00000391496	5.7427e-02	5.5769e-01	2.2500e-01	1.6000e+00
WBP2NL	ENST00000328823	8.1820e-08	9.7965e-01	6.1500e-01	1.6000e+00
IL25	ENST00000329715	9.2347e-04	7.9079e-01	4.1100e-01	1.6000e+00
PPIB	ENST00000300026	4.7242e-05	8.7353e-01	4.9500e-01	1.6000e+00
SMKR1	ENST00000462322	4.3635e-01	0.0000e+00	0.0000e+00	1.6000e+00
SCGB1D4	ENST00000358585	5.7471e-02	5.5743e-01	2.2400e-01	1.6000e+00
KRTAP11-1	ENST00000332378	3.8454e-03	7.3533e-01	3.5900e-01	1.6010e+00
OR4D2	ENST00000545221	9.1880e-04	7.9186e-01	4.1100e-01	1.6010e+00
NDUFAF2	ENST00000296597	2.0780e-06	9.3424e-01	5.6100e-01	1.6010e+00
EIF5A2	ENST00000295822	2.1146e-04	8.3711e-01	4.5600e-01	1.6010e+00
RGS16	ENST00000367558	1.0062e-05	9.0631e-01	5.3000e-01	1.6010e+00
OR6K6	ENST00000368144	9.1859e-04	7.9191e-01	4.1100e-01	1.6010e+00
HLA-DPB1	ENST00000418931	5.3254e-10	1.0338e+00	6.8100e-01	1.6020e+00
POP5	ENST00000357500	4.1420e-07	9.5931e-01	5.9000e-01	1.6020e+00
KCNMB1	ENST00000274629	2.0696e-06	9.3476e-01	5.6200e-01	1.6020e+00
GLYCTK	ENST00000436784	9.6521e-11	1.0489e+00	7.0000e-01	1.6020e+00
BET1	ENST00000222547	3.8328e-03	7.3613e-01	3.6000e-01	1.6020e+00
PAGE2	ENST00000374968	5.7156e-02	5.5926e-01	2.2500e-01	1.6020e+00
MC4R	ENST00000299766	9.1697e-04	7.9228e-01	4.1200e-01	1.6020e+00
PDZK1IP1	ENST00000294338	9.1769e-04	7.9211e-01	4.1100e-01	1.6020e+00
PILRA	ENST00000198536	1.7260e-11	1.0630e+00	7.1800e-01	1.6030e+00
RPL41	ENST00000546591	1.8377e-01	3.9204e-01	1.3500e-01	1.6030e+00
CFHR3	ENST00000367425	1.7200e-11	1.0633e+00	7.1800e-01	1.6030e+00
RP11-195F19.5	ENST00000421828	1.5288e-02	6.6340e-01	2.9900e-01	1.6030e+00
FAM96B	ENST00000422424	3.8240e-03	7.3669e-01	3.6000e-01	1.6030e+00
SPATA31D1	ENST00000344803	3.8158e-03	7.3722e-01	3.6000e-01	1.6040e+00
GZMA	ENST00000274306	2.0457e-06	9.3625e-01	5.6300e-01	1.6040e+00
ADH1A	ENST00000209668	1.7118e-11	1.0636e+00	7.1900e-01	1.6040e+00
FAM122C	ENST00000370784	2.0902e-04	8.3925e-01	4.5700e-01	1.6040e+00
RP11-770J1.4	ENST00000532619	1.5279e-02	6.6357e-01	2.9900e-01	1.6040e+00
CLEC19A	ENST00000465414	3.7987e-03	7.3832e-01	3.6100e-01	1.6050e+00
EMC10	ENST00000334976	9.4077e-11	1.0510e+00	7.0200e-01	1.6050e+00
TMEM88B	ENST00000378821	4.3487e-01	0.0000e+00	0.0000e+00	1.6050e+00
FAM177B	ENST00000445590	4.6111e-05	8.7744e-01	4.9700e-01	1.6050e+00
DTWD2	ENST00000510708	2.8104e-09	1.0204e+00	6.6300e-01	1.6050e+00
FAM83E	ENST00000263266	9.4341e-11	1.0507e+00	7.0200e-01	1.6050e+00
MS4A13	ENST00000378186	4.6205e-05	8.7711e-01	4.9700e-01	1.6050e+00
DPP7	ENST00000371579	3.9946e-22	1.1853e+00	8.8600e-01	1.6050e+00
SPIN2B	ENST00000333933	5.6895e-02	5.6078e-01	2.2600e-01	1.6050e+00
ELMOD3	ENST00000315658	5.0378e-16	1.1287e+00	8.0500e-01	1.6060e+00
AL627309.1	ENST00000423372	9.0576e-04	7.9488e-01	4.1300e-01	1.6060e+00
ZNF676	ENST00000397121	1.8308e-01	3.9352e-01	1.3600e-01	1.6060e+00
CCNI2	ENST00000378731	7.8377e-08	9.8423e-01	6.1800e-01	1.6060e+00
GAGE2D	ENST00000404720	4.3441e-01	0.0000e+00	0.0000e+00	1.6060e+00
RITA1	ENST00000548278	3.7970e-03	7.3842e-01	3.6100e-01	1.6060e+00
NEU4	ENST00000325935	4.0412e-07	9.6218e-01	5.9200e-01	1.6060e+00
OR51L1	ENST00000321543	9.0531e-04	7.9499e-01	4.1300e-01	1.6060e+00
CLRN2	ENST00000511148	2.0187e-06	9.3795e-01	5.6400e-01	1.6060e+00
AC079612.1	ENST00000358775	2.0651e-04	8.4147e-01	4.5800e-01	1.6070e+00
RPL3L	ENST00000268661	4.9470e-16	1.1299e+00	8.0600e-01	1.6070e+00
SMDT1	ENST00000331479	1.8284e-01	3.9406e-01	1.3600e-01	1.6070e+00
C1orf56	ENST00000368926	9.6918e-06	9.1167e-01	5.3300e-01	1.6080e+00
PGK2	ENST00000304801	9.6757e-06	9.1190e-01	5.3300e-01	1.6080e+00
PCDHA9	ENST00000532602	1.8891e-24	1.2044e+00	9.1200e-01	1.6080e+00
TSPO2	ENST00000373161	8.9910e-04	7.9645e-01	4.1400e-01	1.6080e+00
CLEC18C	ENST00000569347	8.9881e-04	7.9652e-01	4.1400e-01	1.6080e+00
TBC1D7	ENST00000606214	2.9441e-12	1.0791e+00	7.3700e-01	1.6080e+00
TRIAP1	ENST00000546954	5.6508e-02	5.6307e-01	2.2700e-01	1.6080e+00
GP6	ENST00000310373	1.6361e-11	1.0672e+00	7.2100e-01	1.6090e+00
FRG2B	ENST00000425520	1.8217e-01	3.9552e-01	1.3600e-01	1.6090e+00
TEN1	ENST00000397640	1.5092e-02	6.6709e-01	3.0100e-01	1.6090e+00
SLPI	ENST00000338380	8.9665e-04	7.9703e-01	4.1400e-01	1.6090e+00
C1orf186	ENST00000331555	4.5250e-05	8.8049e-01	4.9900e-01	1.6090e+00
LILRA1	ENST00000251372	7.3933e-20	1.1701e+00	8.6100e-01	1.6090e+00
C3orf79	ENST00000446603	5.6297e-02	5.6434e-01	2.2700e-01	1.6100e+00
C2orf91	ENST00000378711	8.9143e-04	7.9828e-01	4.1500e-01	1.6100e+00
SLC22A9	ENST00000279178	4.2676e-19	1.1636e+00	8.5200e-01	1.6100e+00
ACTRT1	ENST00000371124	3.7403e-03	7.4213e-01	3.6300e-01	1.6110e+00
KIR2DL3	ENST00000342376	2.6789e-09	1.0248e+00	6.6600e-01	1.6110e+00
C19orf53	ENST00000588234	5.6204e-02	5.6490e-01	2.2700e-01	1.6110e+00
C8orf76	ENST00000276704	1.5606e-14	1.1140e+00	7.8300e-01	1.6110e+00
ASB11	ENST00000480796	1.9610e-06	9.4168e-01	5.6600e-01	1.6110e+00
NIPSNAP3B	ENST00000374762	4.9158e-10	1.0408e+00	6.8600e-01	1.6110e+00
RARRES1	ENST00000237696	2.6799e-09	1.0248e+00	6.6600e-01	1.6110e+00
C13orf35	ENST00000356049	1.4973e-02	6.6935e-01	3.0200e-01	1.6120e+00
RDH5	ENST00000257895	8.8720e-11	1.0559e+00	7.0500e-01	1.6120e+00
DUSP2	ENST00000288943	4.4697e-05	8.8249e-01	5.0000e-01	1.6120e+00
MTIF3	ENST00000381116	3.9011e-07	9.6629e-01	5.9400e-01	1.6120e+00
THEM4	ENST00000368814	3.8919e-07	9.6657e-01	5.9400e-01	1.6120e+00
REG1B	ENST00000305089	1.9522e-06	9.4226e-01	5.6600e-01	1.6120e+00
PTGIR	ENST00000291294	8.8819e-04	7.9906e-01	4.1500e-01	1.6120e+00
FHL5	ENST00000326771	4.8464e-10	1.0421e+00	6.8700e-01	1.6130e+00
NUBP1	ENST00000283027	8.7342e-14	1.1052e+00	7.7000e-01	1.6130e+00
SAA1	ENST00000405158	1.4930e-02	6.7019e-01	3.0200e-01	1.6130e+00
LAMP5	ENST00000246070	2.6473e-09	1.0259e+00	6.6600e-01	1.6130e+00
GSTT2	ENST00000215780	1.4962e-02	6.6958e-01	3.0200e-01	1.6130e+00
STAR	ENST00000276449	8.7679e-11	1.0569e+00	7.0600e-01	1.6130e+00
TMEM154	ENST00000304385	3.8695e-07	9.6725e-01	5.9500e-01	1.6130e+00
FOXE3	ENST00000335071	1.8135e-01	3.9733e-01	1.3700e-01	1.6130e+00
COPZ2	ENST00000006101	7.4565e-08	9.8958e-01	6.2100e-01	1.6140e+00
TCF23	ENST00000296096	4.4240e-05	8.8417e-01	5.0100e-01	1.6140e+00
FANCL	ENST00000402135	5.9404e-23	1.1981e+00	8.9900e-01	1.6140e+00
KRT16	ENST00000301653	1.5006e-14	1.1167e+00	7.8400e-01	1.6140e+00
GSTO2	ENST00000338595	2.6125e-09	1.0272e+00	6.6700e-01	1.6140e+00
PPP1R3G	ENST00000405617	4.4228e-05	8.8421e-01	5.0100e-01	1.6140e+00
NBPF6	ENST00000444143	1.4909e-02	6.7059e-01	3.0200e-01	1.6140e+00
MAGEB3	ENST00000361644	4.3183e-01	0.0000e+00	0.0000e+00	1.6140e+00
PRSS45	ENST00000442359	2.0122e-04	8.4629e-01	4.6100e-01	1.6140e+00
AP000322.53	ENST00000450895	1.8107e-01	3.9794e-01	1.3700e-01	1.6140e+00
KDM4D	ENST00000335080	4.3196e-01	0.0000e+00	0.0000e+00	1.6140e+00
TMEM52	ENST00000310991	1.4909e-02	6.7060e-01	3.0200e-01	1.6140e+00
PHOSPHO2	ENST00000359744	2.0018e-04	8.4726e-01	4.6200e-01	1.6150e+00
FAM173A	ENST00000569529	8.7746e-04	8.0166e-01	4.1600e-01	1.6150e+00
RPP38	ENST00000378197	2.0088e-04	8.4661e-01	4.6100e-01	1.6150e+00
C9orf9	ENST00000350499	4.3870e-05	8.8554e-01	5.0100e-01	1.6160e+00
GYPE	ENST00000358615	3.6896e-03	7.4551e-01	3.6400e-01	1.6160e+00
OR51G2	ENST00000322013	3.6881e-03	7.4561e-01	3.6400e-01	1.6160e+00
TMEM128	ENST00000254742	1.9994e-04	8.4748e-01	4.6200e-01	1.6160e+00
MRPS33	ENST00000393008	3.6885e-03	7.4558e-01	3.6400e-01	1.6160e+00
OR5P2	ENST00000329434	3.6817e-03	7.4604e-01	3.6500e-01	1.6160e+00
SDR39U1	ENST00000399395	1.5321e-11	1.0725e+00	7.2500e-01	1.6160e+00
ADH7	ENST00000476959	1.5123e-11	1.0735e+00	7.2500e-01	1.6170e+00
ZNF337	ENST00000376436	3.6778e-03	7.4631e-01	3.6500e-01	1.6170e+00
ZNF681	ENST00000402377	3.6792e-03	7.4621e-01	3.6500e-01	1.6170e+00
GSTM4	ENST00000369836	1.3834e-08	1.0111e+00	6.4600e-01	1.6170e+00
KIAA0125	ENST00000429431	8.7279e-04	8.0280e-01	4.1700e-01	1.6170e+00
CTD-2368P22.1	ENST00000550135	1.3762e-08	1.0117e+00	6.4700e-01	1.6170e+00
NOL3	ENST00000568146	1.9920e-04	8.4818e-01	4.6200e-01	1.6170e+00
ELSPBP1	ENST00000339841	1.5208e-11	1.0731e+00	7.2500e-01	1.6170e+00
